"ref_area.label","indicator.label","source.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities","Currency: 2017 PPP $","2020",3090.94,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities","Currency: U.S. dollars","2020",2949.32,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): N. Administrative and support service activities","Currency: Local currency","2020",1694.5,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): N. Administrative and support service activities","Currency: 2017 PPP $","2020",2028.38,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): N. Administrative and support service activities","Currency: U.S. dollars","2020",1935.45,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security","Currency: Local currency","2020",2026.49,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security","Currency: 2017 PPP $","2020",2425.8,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security","Currency: U.S. dollars","2020",2314.65,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): P. Education","Currency: Local currency","2020",2000.48,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): P. Education","Currency: 2017 PPP $","2020",2394.66,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): P. Education","Currency: U.S. dollars","2020",2284.94,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): Q. Human health and social work activities","Currency: Local currency","2020",1673.11,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): Q. Human health and social work activities","Currency: 2017 PPP $","2020",2002.78,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): Q. Human health and social work activities","Currency: U.S. dollars","2020",1911.01,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation","Currency: Local currency","2020",1720.3,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation","Currency: 2017 PPP $","2020",2059.27,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation","Currency: U.S. dollars","2020",1964.92,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): S. Other service activities","Currency: Local currency","2020",1654.94,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): S. Other service activities","Currency: 2017 PPP $","2020",1981.03,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): S. Other service activities","Currency: U.S. dollars","2020",1890.27,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Currency: Local currency","2020",741.72,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Currency: 2017 PPP $","2020",887.87,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Currency: U.S. dollars","2020",847.19,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): U. Activities of extraterritorial organizations and bodies","Currency: Local currency","2020",4143.14,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): U. Activities of extraterritorial organizations and bodies","Currency: 2017 PPP $","2020",4959.51,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): U. Activities of extraterritorial organizations and bodies","Currency: U.S. dollars","2020",4732.28,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): X. Not elsewhere classified","Currency: Local currency","2020",1813.31,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): X. Not elsewhere classified","Currency: 2017 PPP $","2020",2170.61,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Total","Economic activity (ISIC-Rev.4): X. Not elsewhere classified","Currency: U.S. dollars","2020",2071.16,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): Total","Currency: Local currency","2020",2252.55,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): Total","Currency: 2017 PPP $","2020",2696.4,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): Total","Currency: U.S. dollars","2020",2572.86,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing","Currency: Local currency","2020",1491.78,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing","Currency: 2017 PPP $","2020",1785.72,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing","Currency: U.S. dollars","2020",1703.9,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): B. Mining and quarrying","Currency: Local currency","2020",2911.57,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): B. Mining and quarrying","Currency: 2017 PPP $","2020",3485.27,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): B. Mining and quarrying","Currency: U.S. dollars","2020",3325.58,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): C. Manufacturing","Currency: Local currency","2020",2379,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): C. Manufacturing","Currency: 2017 PPP $","2020",2847.76,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): C. Manufacturing","Currency: U.S. dollars","2020",2717.28,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply","Currency: Local currency","2020",2967.58,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply","Currency: 2017 PPP $","2020",3552.32,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply","Currency: U.S. dollars","2020",3389.56,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities","Currency: Local currency","2020",2002.69,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities","Currency: 2017 PPP $","2020",2397.3,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities","Currency: U.S. dollars","2020",2287.46,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): F. Construction","Currency: Local currency","2020",1999.09,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): F. Construction","Currency: 2017 PPP $","2020",2392.99,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): F. Construction","Currency: U.S. dollars","2020",2283.35,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles","Currency: Local currency","2020",2060.99,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles","Currency: 2017 PPP $","2020",2467.08,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles","Currency: U.S. dollars","2020",2354.05,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): H. Transportation and storage","Currency: Local currency","2020",2150.83,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): H. Transportation and storage","Currency: 2017 PPP $","2020",2574.63,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): H. Transportation and storage","Currency: U.S. dollars","2020",2456.67,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): I. Accommodation and food service activities","Currency: Local currency","2020",1561.17,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): I. Accommodation and food service activities","Currency: 2017 PPP $","2020",1868.79,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): I. Accommodation and food service activities","Currency: U.S. dollars","2020",1783.17,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): J. Information and communication","Currency: Local currency","2020",3133.6,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): J. Information and communication","Currency: 2017 PPP $","2020",3751.05,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): J. Information and communication","Currency: U.S. dollars","2020",3579.18,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): K. Financial and insurance activities","Currency: Local currency","2020",3600.93,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): K. Financial and insurance activities","Currency: 2017 PPP $","2020",4310.46,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): K. Financial and insurance activities","Currency: U.S. dollars","2020",4112.96,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): L. Real estate activities","Currency: Local currency","2020",2251.95,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): L. Real estate activities","Currency: 2017 PPP $","2020",2695.68,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): L. Real estate activities","Currency: U.S. dollars","2020",2572.17,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities","Currency: Local currency","2020",2885.99,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities","Currency: 2017 PPP $","2020",3454.65,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities","Currency: U.S. dollars","2020",3296.37,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): N. Administrative and support service activities","Currency: Local currency","2020",1877.63,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): N. Administrative and support service activities","Currency: 2017 PPP $","2020",2247.6,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): N. Administrative and support service activities","Currency: U.S. dollars","2020",2144.62,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security","Currency: Local currency","2020",2212.84,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security","Currency: 2017 PPP $","2020",2648.87,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security","Currency: U.S. dollars","2020",2527.5,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): P. Education","Currency: Local currency","2020",2289.92,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): P. Education","Currency: 2017 PPP $","2020",2741.13,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): P. Education","Currency: U.S. dollars","2020",2615.54,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): Q. Human health and social work activities","Currency: Local currency","2020",1954.44,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): Q. Human health and social work activities","Currency: 2017 PPP $","2020",2339.54,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): Q. Human health and social work activities","Currency: U.S. dollars","2020",2232.35,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation","Currency: Local currency","2020",1864.02,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation","Currency: 2017 PPP $","2020",2231.3,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation","Currency: U.S. dollars","2020",2129.07,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): S. Other service activities","Currency: Local currency","2020",1929.95,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): S. Other service activities","Currency: 2017 PPP $","2020",2310.23,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): S. Other service activities","Currency: U.S. dollars","2020",2204.38,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Currency: Local currency","2020",833.82,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Currency: 2017 PPP $","2020",998.12,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Currency: U.S. dollars","2020",952.39,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): U. Activities of extraterritorial organizations and bodies","Currency: Local currency","2020",4074.74,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): U. Activities of extraterritorial organizations and bodies","Currency: 2017 PPP $","2020",4877.63,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): U. Activities of extraterritorial organizations and bodies","Currency: U.S. dollars","2020",4654.15,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): X. Not elsewhere classified","Currency: Local currency","2020",1952.73,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): X. Not elsewhere classified","Currency: 2017 PPP $","2020",2337.5,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Male","Economic activity (ISIC-Rev.4): X. Not elsewhere classified","Currency: U.S. dollars","2020",2230.4,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Female","Economic activity (ISIC-Rev.4): Total","Currency: Local currency","2020",1780.59,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Female","Economic activity (ISIC-Rev.4): Total","Currency: 2017 PPP $","2020",2131.44,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Female","Economic activity (ISIC-Rev.4): Total","Currency: U.S. dollars","2020",2033.78,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Female","Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing","Currency: Local currency","2020",1354.18,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"France","Average monthly earnings of employees by sex and economic activity","LFS - Employment Survey","Sex: Female","Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing","Currency: 2017 PPP $","2020",1621.02,,,"Currency: FRA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
