"ref_area.label","indicator.label","source.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): J. Information and communication","Currency: U.S. dollars","2013",5495.28,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): K. Financial and insurance activities","Currency: Local currency","2013",4578.43,,"Nonstandard economic activity: Including L","Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): K. Financial and insurance activities","Currency: 2017 PPP $","2013",5586.46,,"Nonstandard economic activity: Including L","Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): K. Financial and insurance activities","Currency: U.S. dollars","2013",6080.7,,"Nonstandard economic activity: Including L","Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): L. Real estate activities","Currency: Local currency","2013",2641.54,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): L. Real estate activities","Currency: 2017 PPP $","2013",3223.13,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): L. Real estate activities","Currency: U.S. dollars","2013",3508.28,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security","Currency: Local currency","2013",3591.34,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security","Currency: 2017 PPP $","2013",4382.04,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security","Currency: U.S. dollars","2013",4769.73,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): P. Education","Currency: Local currency","2013",2897.07,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): P. Education","Currency: 2017 PPP $","2013",3534.91,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): P. Education","Currency: U.S. dollars","2013",3847.65,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): Q. Human health and social work activities","Currency: Local currency","2013",3093.36,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): Q. Human health and social work activities","Currency: 2017 PPP $","2013",3774.42,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): Q. Human health and social work activities","Currency: U.S. dollars","2013",4108.35,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): S. Other service activities","Currency: Local currency","2013",2011.77,,"Nonstandard economic activity: Including T-U | Nonstandard economic activity: Including R","Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): S. Other service activities","Currency: 2017 PPP $","2013",2454.69,,"Nonstandard economic activity: Including T-U | Nonstandard economic activity: Including R","Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): S. Other service activities","Currency: U.S. dollars","2013",2671.86,,"Nonstandard economic activity: Including T-U | Nonstandard economic activity: Including R","Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): X. Not elsewhere classified","Currency: Local currency","2013",2657.98,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): X. Not elsewhere classified","Currency: 2017 PPP $","2013",3243.18,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Economic activity (ISIC-Rev.4): X. Not elsewhere classified","Currency: U.S. dollars","2013",3530.11,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): Total","Currency: Local currency","2013",3350.79,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): Total","Currency: 2017 PPP $","2013",4088.52,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): Total","Currency: U.S. dollars","2013",4450.24,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing","Currency: Local currency","2013",2188.88,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing","Currency: 2017 PPP $","2013",2670.8,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing","Currency: U.S. dollars","2013",2907.09,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): C. Manufacturing","Currency: Local currency","2013",3474.85,,"Nonstandard economic activity: Including B | Nonstandard economic activity: Including D-E","Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): C. Manufacturing","Currency: 2017 PPP $","2013",4239.91,,"Nonstandard economic activity: Including B | Nonstandard economic activity: Including D-E","Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): C. Manufacturing","Currency: U.S. dollars","2013",4615.02,,"Nonstandard economic activity: Including B | Nonstandard economic activity: Including D-E","Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): F. Construction","Currency: Local currency","2013",2980.85,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): F. Construction","Currency: 2017 PPP $","2013",3637.14,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): F. Construction","Currency: U.S. dollars","2013",3958.92,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles","Currency: Local currency","2013",2868.43,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles","Currency: 2017 PPP $","2013",3499.96,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles","Currency: U.S. dollars","2013",3809.61,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): H. Transportation and storage","Currency: Local currency","2013",3282.34,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): H. Transportation and storage","Currency: 2017 PPP $","2013",4005,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): H. Transportation and storage","Currency: U.S. dollars","2013",4359.33,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): I. Accommodation and food service activities","Currency: Local currency","2013",2250.91,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): I. Accommodation and food service activities","Currency: 2017 PPP $","2013",2746.48,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): I. Accommodation and food service activities","Currency: U.S. dollars","2013",2989.47,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): J. Information and communication","Currency: Local currency","2013",4395.11,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): J. Information and communication","Currency: 2017 PPP $","2013",5362.77,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): J. Information and communication","Currency: U.S. dollars","2013",5837.22,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): K. Financial and insurance activities","Currency: Local currency","2013",5255.05,,"Nonstandard economic activity: Including L","Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): K. Financial and insurance activities","Currency: 2017 PPP $","2013",6412.04,,"Nonstandard economic activity: Including L","Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): K. Financial and insurance activities","Currency: U.S. dollars","2013",6979.32,,"Nonstandard economic activity: Including L","Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): L. Real estate activities","Currency: Local currency","2013",3271.84,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): L. Real estate activities","Currency: 2017 PPP $","2013",3992.2,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): L. Real estate activities","Currency: U.S. dollars","2013",4345.39,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security","Currency: Local currency","2013",3757.04,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security","Currency: 2017 PPP $","2013",4584.22,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security","Currency: U.S. dollars","2013",4989.79,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): P. Education","Currency: Local currency","2013",3416.63,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): P. Education","Currency: 2017 PPP $","2013",4168.86,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): P. Education","Currency: U.S. dollars","2013",4537.69,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): Q. Human health and social work activities","Currency: Local currency","2013",3784.63,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): Q. Human health and social work activities","Currency: 2017 PPP $","2013",4617.88,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): Q. Human health and social work activities","Currency: U.S. dollars","2013",5026.43,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): S. Other service activities","Currency: Local currency","2013",2782.14,,"Nonstandard economic activity: Including T-U | Nonstandard economic activity: Including R","Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): S. Other service activities","Currency: 2017 PPP $","2013",3394.68,,"Nonstandard economic activity: Including T-U | Nonstandard economic activity: Including R","Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): S. Other service activities","Currency: U.S. dollars","2013",3695.02,,"Nonstandard economic activity: Including T-U | Nonstandard economic activity: Including R","Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): X. Not elsewhere classified","Currency: Local currency","2013",3545.68,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): X. Not elsewhere classified","Currency: 2017 PPP $","2013",4326.33,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Economic activity (ISIC-Rev.4): X. Not elsewhere classified","Currency: U.S. dollars","2013",4709.08,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Economic activity (ISIC-Rev.4): Total","Currency: Local currency","2013",2546.38,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Economic activity (ISIC-Rev.4): Total","Currency: 2017 PPP $","2013",3107.02,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Economic activity (ISIC-Rev.4): Total","Currency: U.S. dollars","2013",3381.9,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing","Currency: Local currency","2013",1613.36,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing","Currency: 2017 PPP $","2013",1968.58,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing","Currency: U.S. dollars","2013",2142.74,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Economic activity (ISIC-Rev.4): C. Manufacturing","Currency: Local currency","2013",2593.44,,"Nonstandard economic activity: Including B | Nonstandard economic activity: Including D-E","Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Economic activity (ISIC-Rev.4): C. Manufacturing","Currency: 2017 PPP $","2013",3164.43,,"Nonstandard economic activity: Including B | Nonstandard economic activity: Including D-E","Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Economic activity (ISIC-Rev.4): C. Manufacturing","Currency: U.S. dollars","2013",3444.39,,"Nonstandard economic activity: Including B | Nonstandard economic activity: Including D-E","Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Economic activity (ISIC-Rev.4): F. Construction","Currency: Local currency","2013",2893.73,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Economic activity (ISIC-Rev.4): F. Construction","Currency: 2017 PPP $","2013",3530.84,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Economic activity (ISIC-Rev.4): F. Construction","Currency: U.S. dollars","2013",3843.22,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles","Currency: Local currency","2013",2393.61,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles","Currency: 2017 PPP $","2013",2920.61,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles","Currency: U.S. dollars","2013",3179,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Average monthly earnings of employees by sex and economic activity","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Economic activity (ISIC-Rev.4): H. Transportation and storage","Currency: Local currency","2013",3114.98,,,"Currency: ITA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
